job_name,target,predicate,iptm,ptm,ranking_score,created_utc
of3_holo_DNM1L_febbbffe,DNM1L,af3_holo_iptm,0.720,0.492,,2026-08-15
of3_holo_DNM1L_cf935a0d,DNM1L,af3_holo_iptm,0.720,0.464,,2026-08-11
of3_holo_DNM1L_6c70da06,DNM1L,af3_holo_iptm,0.720,0.459,,2026-08-15
of3_holo_DNM1L_1294a179,DNM1L,af3_holo_iptm,0.720,0.454,,2026-08-12
of3_holo_DNM1L_05af6573,DNM1L,af3_holo_iptm,0.720,0.451,,2026-08-16
of3_holo_DNM1L_2e821d68,DNM1L,af3_holo_iptm,0.720,0.461,,2026-08-13
of3_holo_DNM1L_b50ae808,DNM1L,af3_holo_iptm,0.720,0.441,,2026-08-15
of3_holo_DNM1L_bafab0c0,DNM1L,af3_holo_iptm,0.719,0.459,,2026-08-15
of3_holo_DNM1L_2d069368,DNM1L,af3_holo_iptm,0.719,0.443,,2026-08-16
of3_holo_DNM1L_bd0a4326,DNM1L,af3_holo_iptm,0.719,0.440,,2026-08-13
of3_holo_DNM1L_8d883e0a,DNM1L,af3_holo_iptm,0.719,0.435,,2026-08-13
of3_holo_DNM1L_ab9f4497,DNM1L,af3_holo_iptm,0.719,0.493,,2026-08-12
of3_holo_DNM1L_371b8fa1,DNM1L,af3_holo_iptm,0.719,0.433,,2026-08-14
of3_holo_DNM1L_38d87b67,DNM1L,af3_holo_iptm,0.719,0.447,,2026-08-15
of3_holo_KEAP1_9a742b07,KEAP1,af3_holo_iptm,0.719,0.494,,2026-07-29
of3_holo_DNM1L_beefa80c,DNM1L,af3_holo_iptm,0.719,0.448,,2026-08-16
of3_holo_DNM1L_211cb7bb,DNM1L,af3_holo_iptm,0.719,0.453,,2026-08-12
of3_holo_DNM1L_d33039c9,DNM1L,af3_holo_iptm,0.719,0.450,,2026-08-14
of3_holo_DNM1L_7733469d,DNM1L,af3_holo_iptm,0.719,0.427,,2026-08-15
of3_holo_DNM1L_826a1757,DNM1L,af3_holo_iptm,0.719,0.422,,2026-08-14
of3_holo_DNM1L_674f560e,DNM1L,af3_holo_iptm,0.719,0.479,,2026-08-16
of3_holo_DNM1L_0d2f0754,DNM1L,af3_holo_iptm,0.719,0.446,,2026-08-11
of3_holo_DNM1L_f800db3c,DNM1L,af3_holo_iptm,0.719,0.386,,2026-08-12
of3_holo_DNM1L_342eeb4e,DNM1L,af3_holo_iptm,0.719,0.445,,2026-08-15
of3_holo_DNM1L_9eab8a1b,DNM1L,af3_holo_iptm,0.718,0.477,,2026-08-15
of3_holo_DNM1L_7f9199b5,DNM1L,af3_holo_iptm,0.718,0.473,,2026-08-14
of3_holo_DNM1L_021cd0d0,DNM1L,af3_holo_iptm,0.718,0.493,,2026-08-16
of3_holo_DNM1L_7a3ad68a,DNM1L,af3_holo_iptm,0.718,0.454,,2026-08-11
of3_holo_DNM1L_c0411081,DNM1L,af3_holo_iptm,0.718,0.469,,2026-08-16
of3_holo_DNM1L_ba2a9e92,DNM1L,af3_holo_iptm,0.718,0.480,,2026-08-16
of3_holo_DNM1L_74b1d79a,DNM1L,af3_holo_iptm,0.718,0.424,,2026-08-11
of3_holo_DNM1L_0e28879c,DNM1L,af3_holo_iptm,0.718,0.491,,2026-08-15
of3_holo_DNM1L_d36b6f3d,DNM1L,af3_holo_iptm,0.718,0.435,,2026-08-13
of3_holo_DNM1L_7c7a0d23,DNM1L,af3_holo_iptm,0.718,0.480,,2026-08-14
of3_holo_DNM1L_66df61f1,DNM1L,af3_holo_iptm,0.718,0.426,,2026-08-15
of3_holo_DNM1L_7608082e,DNM1L,af3_holo_iptm,0.718,0.444,,2026-08-12
of3_holo_DNM1L_a7cc241e,DNM1L,af3_holo_iptm,0.717,0.474,,2026-08-16
of3_holo_DNM1L_b37b4cca,DNM1L,af3_holo_iptm,0.717,0.440,,2026-08-11
of3_holo_DNM1L_d4f3ffc2,DNM1L,af3_holo_iptm,0.717,0.485,,2026-08-11
of3_holo_DNM1L_df94d14e,DNM1L,af3_holo_iptm,0.717,0.450,,2026-08-15
of3_holo_DNM1L_c57a9d9e,DNM1L,af3_holo_iptm,0.717,0.482,,2026-08-15
of3_holo_DNM1L_db65cf2b,DNM1L,af3_holo_iptm,0.717,0.440,,2026-08-15
of3_holo_DNM1L_4f251749,DNM1L,af3_holo_iptm,0.717,0.433,,2026-08-11
of3_holo_DNM1L_172a62eb,DNM1L,af3_holo_iptm,0.717,0.436,,2026-08-14
of3_holo_DNM1L_d4d1f40a,DNM1L,af3_holo_iptm,0.717,0.439,,2026-08-11
of3_holo_KEAP1_4db3a44d,KEAP1,af3_holo_iptm,0.717,0.488,,2026-08-02
of3_holo_DNM1L_10f80212,DNM1L,af3_holo_iptm,0.717,0.431,,2026-08-14
of3_holo_DNM1L_98eeb8d0,DNM1L,af3_holo_iptm,0.717,0.434,,2026-08-15
of3_holo_DNM1L_11817963,DNM1L,af3_holo_iptm,0.717,0.423,,2026-08-12
of3_holo_DNM1L_cf8da4c4,DNM1L,af3_holo_iptm,0.717,0.483,,2026-08-16
of3_holo_DNM1L_8fa785fd,DNM1L,af3_holo_iptm,0.716,0.448,,2026-08-15
of3_holo_DNM1L_ddea4c65,DNM1L,af3_holo_iptm,0.716,0.480,,2026-08-16
of3_holo_DNM1L_f76c5ea7,DNM1L,af3_holo_iptm,0.716,0.486,,2026-08-11
of3_holo_DNM1L_1cf434a4,DNM1L,af3_holo_iptm,0.716,0.441,,2026-08-11
of3_holo_DNM1L_39ae33ba,DNM1L,af3_holo_iptm,0.716,0.447,,2026-08-15
of3_holo_DNM1L_1cdc782c,DNM1L,af3_holo_iptm,0.716,0.472,,2026-08-11
of3_holo_DNM1L_433cba8d,DNM1L,af3_holo_iptm,0.716,0.416,,2026-08-15
of3_holo_DNM1L_4286c9f4,DNM1L,af3_holo_iptm,0.716,0.462,,2026-08-13
of3_holo_DNM1L_a20db06c,DNM1L,af3_holo_iptm,0.715,0.439,,2026-08-11
of3_holo_DNM1L_a923bfb7,DNM1L,af3_holo_iptm,0.715,0.458,,2026-08-14
of3_holo_DNM1L_bf82ef56,DNM1L,af3_holo_iptm,0.715,0.431,,2026-08-11
of3_holo_DNM1L_819b400f,DNM1L,af3_holo_iptm,0.715,0.464,,2026-08-16
of3_holo_DNM1L_010dafd1,DNM1L,af3_holo_iptm,0.715,0.411,,2026-08-12
of3_holo_DNM1L_d1fcbacc,DNM1L,af3_holo_iptm,0.715,0.465,,2026-08-15
of3_holo_DNM1L_d2c5b71d,DNM1L,af3_holo_iptm,0.715,0.432,,2026-08-12
of3_holo_DNM1L_39f75243,DNM1L,af3_holo_iptm,0.715,0.446,,2026-08-12
of3_holo_DNM1L_08abecf5,DNM1L,af3_holo_iptm,0.715,0.480,,2026-08-16
of3_holo_DNM1L_8f2e3698,DNM1L,af3_holo_iptm,0.715,0.419,,2026-08-12
of3_holo_DNM1L_406225da,DNM1L,af3_holo_iptm,0.715,0.445,,2026-08-16
of3_holo_KEAP1_aa6b1a86,KEAP1,af3_holo_iptm,0.715,0.492,,2026-08-02
of3_holo_DNM1L_50c9976c,DNM1L,af3_holo_iptm,0.715,0.468,,2026-08-15
of3_holo_DNM1L_2560b4e7,DNM1L,af3_holo_iptm,0.714,0.457,,2026-08-16
of3_holo_KEAP1_d30d5bd4,KEAP1,af3_holo_iptm,0.714,0.492,,2026-08-01
of3_holo_KEAP1_acb041d2,KEAP1,af3_holo_iptm,0.714,0.492,,2026-08-02
of3_holo_DNM1L_15eae534,DNM1L,af3_holo_iptm,0.714,0.454,,2026-08-12
of3_holo_DNM1L_d71f0559,DNM1L,af3_holo_iptm,0.714,0.457,,2026-08-12
of3_holo_DNM1L_772d0b57,DNM1L,af3_holo_iptm,0.714,0.438,,2026-08-16
of3_holo_DNM1L_2b449f5a,DNM1L,af3_holo_iptm,0.714,0.465,,2026-08-16
of3_holo_DNM1L_cafdae15,DNM1L,af3_holo_iptm,0.714,0.458,,2026-08-13
of3_holo_DNM1L_c98aac66,DNM1L,af3_holo_iptm,0.714,0.434,,2026-08-12
of3_holo_DNM1L_95382770,DNM1L,af3_holo_iptm,0.714,0.452,,2026-08-15
of3_holo_DNM1L_43c8e224,DNM1L,af3_holo_iptm,0.714,0.482,,2026-08-14
of3_holo_DNM1L_6a584885,DNM1L,af3_holo_iptm,0.714,0.479,,2026-08-11
of3_holo_DNM1L_b2dfde4e,DNM1L,af3_holo_iptm,0.713,0.476,,2026-08-14
of3_holo_KEAP1_7ced042d,KEAP1,af3_holo_iptm,0.713,0.493,,2026-08-02
of3_holo_DNM1L_f0e03e89,DNM1L,af3_holo_iptm,0.713,0.460,,2026-08-11
of3_holo_DNM1L_0efb5eaf,DNM1L,af3_holo_iptm,0.713,0.417,,2026-08-11
of3_holo_PGK1_19f48ad5,PGK1,af3_holo_iptm,0.713,0.549,,2026-08-13
of3_holo_KEAP1_f9558318,KEAP1,af3_holo_iptm,0.713,0.499,,2026-07-29
of3_holo_DNM1L_e4e72126,DNM1L,af3_holo_iptm,0.713,0.482,,2026-08-12
of3_holo_KEAP1_4ad45400,KEAP1,af3_holo_iptm,0.713,0.491,,2026-08-02
of3_holo_DNM1L_195c2482,DNM1L,af3_holo_iptm,0.713,0.448,,2026-08-15
of3_holo_DNM1L_c095e6ba,DNM1L,af3_holo_iptm,0.712,0.471,,2026-08-14
of3_holo_KEAP1_a3ed6775,KEAP1,af3_holo_iptm,0.712,0.493,,2026-08-02
of3_holo_DNM1L_5b00d39e,DNM1L,af3_holo_iptm,0.712,0.441,,2026-08-11
of3_holo_KEAP1_64e31f8a,KEAP1,af3_holo_iptm,0.712,0.490,,2026-08-02
of3_holo_DNM1L_15fd8f22,DNM1L,af3_holo_iptm,0.712,0.468,,2026-08-13
of3_holo_DNM1L_295ef0ad,DNM1L,af3_holo_iptm,0.712,0.446,,2026-08-16
of3_holo_DNM1L_320bd6d0,DNM1L,af3_holo_iptm,0.712,0.445,,2026-08-15
of3_holo_DNM1L_85ad20ec,DNM1L,af3_holo_iptm,0.712,0.438,,2026-08-11
of3_holo_DNM1L_0041e87e,DNM1L,af3_holo_iptm,0.711,0.470,,2026-08-16
of3_holo_DNM1L_42e8df4d,DNM1L,af3_holo_iptm,0.711,0.450,,2026-08-12
of3_holo_DNM1L_7544c0a5,DNM1L,af3_holo_iptm,0.711,0.450,,2026-08-15
of3_holo_DNM1L_e94a21be,DNM1L,af3_holo_iptm,0.711,0.482,,2026-08-16
of3_holo_DNM1L_5a2db607,DNM1L,af3_holo_iptm,0.711,0.431,,2026-08-15
of3_holo_KEAP1_367a6054,KEAP1,af3_holo_iptm,0.711,0.491,,2026-08-02
of3_holo_KEAP1_8c211d0b,KEAP1,af3_holo_iptm,0.711,0.492,,2026-08-02
of3_holo_DNM1L_33b2ee2c,DNM1L,af3_holo_iptm,0.711,0.467,,2026-08-13
of3_holo_KEAP1_b9ddeea3,KEAP1,af3_holo_iptm,0.711,0.848,,2026-07-29
of3_holo_DNM1L_03b288f6,DNM1L,af3_holo_iptm,0.711,0.457,,2026-08-14
of3_holo_DNM1L_8f86df13,DNM1L,af3_holo_iptm,0.710,0.465,,2026-08-15
of3_holo_KEAP1_5c33a6fa,KEAP1,af3_holo_iptm,0.710,0.492,,2026-08-02
of3_holo_DNM1L_7891985c,DNM1L,af3_holo_iptm,0.710,0.424,,2026-08-16
sarm1_tir_560_724_dimer,"",af3_iptm,0.710,0.760,0.780,2026-08-05
mapk14_x_dusp1,"",af3_iptm,0.710,0.650,0.840,2026-06-30
binder6135_lrp4_x_lrp4_beta1_prop_435_697,"",af3_iptm,0.710,0.750,0.720,2026-07-20
039_mapk10_x_gstp1,"",af3_iptm,0.710,0.530,0.750,2026-06-18
039_mapk10_x_gstp1,"",af3_iptm,0.710,0.530,0.750,2026-06-21
096_mapk8_x_mapk8ip1,"",af3_iptm,0.710,0.390,0.870,2026-06-18
binder180_musk_ig2_x_musk_ig2_117_210,"",af3_iptm,0.710,0.790,0.730,2026-07-25
039_mapk10_x_gstp1_2,"",af3_iptm,0.710,0.530,0.750,2026-08-06
a_x_b_1879f07b,"",af3_iptm,0.710,0.870,0.750,2026-08-01
keap1_x_binder_utthm2si,"",af3_iptm,0.710,0.730,0.760,2026-07-28
24_kcnb1_1_180_x_kcns3_1_200,"",af3_iptm,0.710,0.670,0.860,2026-06-05
of3_holo_KEAP1_5d4bb6ce,KEAP1,af3_holo_iptm,0.710,0.492,,2026-08-02
of3_holo_DNM1L_23f1432b,DNM1L,af3_holo_iptm,0.710,0.432,,2026-08-15
of3_holo_DNM1L_e1ae8132,DNM1L,af3_holo_iptm,0.710,0.479,,2026-08-14
of3_holo_DNM1L_7a3b7770,DNM1L,af3_holo_iptm,0.710,0.480,,2026-08-14
of3_holo_DNM1L_8f7c1b7b,DNM1L,af3_holo_iptm,0.710,0.450,,2026-08-15
of3_holo_DNM1L_e59aa1a8,DNM1L,af3_holo_iptm,0.710,0.459,,2026-08-13
of3_holo_DNM1L_c0ddfe68,DNM1L,af3_holo_iptm,0.710,0.464,,2026-08-13
of3_holo_KEAP1_e0c79ac4,KEAP1,af3_holo_iptm,0.710,0.491,,2026-08-02
of3_holo_DNM1L_e0c3f7d1,DNM1L,af3_holo_iptm,0.709,0.452,,2026-08-15
of3_holo_DNM1L_eea55601,DNM1L,af3_holo_iptm,0.709,0.460,,2026-08-12
of3_holo_DNM1L_965dc90a,DNM1L,af3_holo_iptm,0.709,0.456,,2026-08-12
of3_holo_DNM1L_55223e8b,DNM1L,af3_holo_iptm,0.709,0.454,,2026-08-11
of3_holo_KEAP1_a3fc15be,KEAP1,af3_holo_iptm,0.709,0.866,,2026-07-29
of3_holo_KEAP1_42f3504d,KEAP1,af3_holo_iptm,0.709,0.500,,2026-08-02
of3_holo_DNM1L_3d10ed61,DNM1L,af3_holo_iptm,0.709,0.446,,2026-08-12
of3_holo_DNM1L_4cd389a6,DNM1L,af3_holo_iptm,0.708,0.454,,2026-08-14
of3_holo_DNM1L_f2227d10,DNM1L,af3_holo_iptm,0.708,0.459,,2026-08-15
of3_holo_DNM1L_48931e1b,DNM1L,af3_holo_iptm,0.708,0.449,,2026-08-12
of3_holo_DNM1L_8b5560e4,DNM1L,af3_holo_iptm,0.708,0.496,,2026-08-11
of3_holo_DNM1L_ee98d651,DNM1L,af3_holo_iptm,0.708,0.431,,2026-08-15
of3_holo_DNM1L_9f09b540,DNM1L,af3_holo_iptm,0.708,0.449,,2026-08-15
of3_holo_KEAP1_2bbb592f,KEAP1,af3_holo_iptm,0.707,0.493,,2026-08-02
of3_holo_DNM1L_acc41101,DNM1L,af3_holo_iptm,0.707,0.462,,2026-08-12
of3_holo_DNM1L_a3338ef6,DNM1L,af3_holo_iptm,0.707,0.454,,2026-08-11
of3_holo_DNM1L_fef694ce,DNM1L,af3_holo_iptm,0.707,0.459,,2026-08-16
of3_holo_DNM1L_90ebd722,DNM1L,af3_holo_iptm,0.707,0.464,,2026-08-12
of3_holo_DNM1L_43571aa7,DNM1L,af3_holo_iptm,0.707,0.449,,2026-08-14
of3_holo_DNM1L_c7a01bb0,DNM1L,af3_holo_iptm,0.706,0.451,,2026-08-16
of3_holo_DNM1L_226d2106,DNM1L,af3_holo_iptm,0.706,0.446,,2026-08-13
of3_holo_DNM1L_d37a359c,DNM1L,af3_holo_iptm,0.706,0.428,,2026-08-11
of3_holo_DNM1L_4bb78196,DNM1L,af3_holo_iptm,0.706,0.459,,2026-08-12
of3_holo_DNM1L_6ecdb28b,DNM1L,af3_holo_iptm,0.706,0.432,,2026-08-14
of3_holo_DNM1L_f677c421,DNM1L,af3_holo_iptm,0.706,0.441,,2026-08-16
of3_holo_DNM1L_bf49a8fc,DNM1L,af3_holo_iptm,0.706,0.438,,2026-08-15
of3_holo_DNM1L_80ef491a,DNM1L,af3_holo_iptm,0.706,0.463,,2026-08-12
of3_holo_DNM1L_3bc7300c,DNM1L,af3_holo_iptm,0.705,0.475,,2026-08-14
of3_holo_DNM1L_64172a68,DNM1L,af3_holo_iptm,0.705,0.481,,2026-08-14
of3_holo_DNM1L_a247469e,DNM1L,af3_holo_iptm,0.705,0.487,,2026-08-15
of3_holo_DNM1L_ba243902,DNM1L,af3_holo_iptm,0.705,0.454,,2026-08-13
of3_holo_KEAP1_5ea9cfcb,KEAP1,af3_holo_iptm,0.705,0.495,,2026-08-02
of3_holo_DNM1L_f3053ff3,DNM1L,af3_holo_iptm,0.705,0.453,,2026-08-11
of3_holo_DNM1L_1727c0dd,DNM1L,af3_holo_iptm,0.705,0.452,,2026-08-15
of3_holo_DNM1L_c4fceafd,DNM1L,af3_holo_iptm,0.704,0.442,,2026-08-13
of3_holo_DNM1L_4d207d3e,DNM1L,af3_holo_iptm,0.704,0.470,,2026-08-16
of3_holo_DNM1L_84929cd0,DNM1L,af3_holo_iptm,0.704,0.470,,2026-08-12
of3_holo_DNM1L_d34c863a,DNM1L,af3_holo_iptm,0.704,0.449,,2026-08-15
of3_holo_KEAP1_7644013c,KEAP1,af3_holo_iptm,0.704,0.490,,2026-07-29
of3_holo_DNM1L_d513460f,DNM1L,af3_holo_iptm,0.703,0.449,,2026-08-15
of3_holo_KEAP1_ef9b4fe8,KEAP1,af3_holo_iptm,0.703,0.496,,2026-08-02
of3_holo_DNM1L_59b360e1,DNM1L,af3_holo_iptm,0.703,0.462,,2026-08-13
of3_holo_DNM1L_126219e7,DNM1L,af3_holo_iptm,0.703,0.455,,2026-08-12
of3_holo_DNM1L_1e76f06c,DNM1L,af3_holo_iptm,0.703,0.485,,2026-08-16
of3_holo_DNM1L_1289dadb,DNM1L,af3_holo_iptm,0.703,0.449,,2026-08-15
of3_holo_DNM1L_ec721297,DNM1L,af3_holo_iptm,0.702,0.481,,2026-08-15
of3_holo_DNM1L_05417ee6,DNM1L,af3_holo_iptm,0.702,0.455,,2026-08-11
of3_holo_KEAP1_a2afc1a0,KEAP1,af3_holo_iptm,0.702,0.477,,2026-07-29
of3_holo_DNM1L_96a6dc73,DNM1L,af3_holo_iptm,0.702,0.432,,2026-08-12
of3_holo_DNM1L_11ecbd23,DNM1L,af3_holo_iptm,0.701,0.464,,2026-08-16
of3_holo_DNM1L_90a7da5e,DNM1L,af3_holo_iptm,0.701,0.427,,2026-08-16
of3_holo_DNM1L_39ba10a3,DNM1L,af3_holo_iptm,0.701,0.435,,2026-08-11
of3_holo_DNM1L_857d7618,DNM1L,af3_holo_iptm,0.701,0.455,,2026-08-12
of3_holo_DNM1L_ce1625f3,DNM1L,af3_holo_iptm,0.701,0.448,,2026-08-14
of3_holo_DNM1L_39929075,DNM1L,af3_holo_iptm,0.701,0.427,,2026-08-14
of3_holo_DNM1L_8ecd01ff,DNM1L,af3_holo_iptm,0.701,0.446,,2026-08-13
of3_holo_DNM1L_ecc95b51,DNM1L,af3_holo_iptm,0.700,0.478,,2026-08-16
of3_holo_DNM1L_1faa32c0,DNM1L,af3_holo_iptm,0.700,0.456,,2026-08-11
musk_x_dok7,"",af3_iptm,0.700,0.710,0.760,2026-07-03
079_mapk9_x_gstp1,"",af3_iptm,0.700,0.520,0.720,2026-06-18
binder109_musk_ig1_x_musk_ig1_24_128,"",af3_iptm,0.700,0.790,0.740,2026-07-25
31_prkaa1_x_prkab1,"",af3_iptm,0.700,0.700,0.860,2026-06-21
binder6810_lrp4_x_lrp4_beta1_prop_435_697,"",af3_iptm,0.700,0.830,0.730,2026-07-21
45_dpysl2_x_dpysl3,"",af3_iptm,0.700,0.770,0.800,2026-06-12
mapk12_x_map2k3,"",af3_iptm,0.700,0.800,0.720,2026-06-30
45_dpysl2_x_dpysl3,"",af3_iptm,0.700,0.770,0.800,2026-06-10
27_kcnb1_1_180_x_kcng3_1_200,"",af3_iptm,0.700,0.650,0.840,2026-06-08
stmn2_tubb3,"",af3_iptm,0.700,0.740,0.840,2026-08-01
bdnf_x_ntrk2_ig2,"",af3_iptm,0.700,0.530,0.880,2026-05-16
105_mapk8_x_atf2,"",af3_iptm,0.700,0.470,0.920,2026-06-18
binder6147_agrn_x_agrn_lg3_1868_2065,"",af3_iptm,0.700,0.800,0.720,2026-07-24
118_mapk8_x_dusp16,"",af3_iptm,0.700,0.530,0.860,2026-06-18
078_mapk9_x_dusp16,"",af3_iptm,0.700,0.540,0.860,2026-06-18
of3_holo_KEAP1_f3604442,KEAP1,af3_holo_iptm,0.700,0.494,,2026-08-02
of3_holo_DNM1L_9d2b07cb,DNM1L,af3_holo_iptm,0.700,0.472,,2026-08-16
of3_holo_KEAP1_cb28b2c3,KEAP1,af3_holo_iptm,0.700,0.499,,2026-07-29
of3_holo_DNM1L_4d96c299,DNM1L,af3_holo_iptm,0.700,0.438,,2026-08-14
of3_holo_DNM1L_4d971874,DNM1L,af3_holo_iptm,0.700,0.451,,2026-08-11
of3_holo_DNM1L_a16c8b1c,DNM1L,af3_holo_iptm,0.699,0.484,,2026-08-13
of3_holo_DNM1L_d29d5198,DNM1L,af3_holo_iptm,0.699,0.490,,2026-08-14
of3_holo_DNM1L_99c2f93d,DNM1L,af3_holo_iptm,0.699,0.448,,2026-08-15
of3_holo_DNM1L_6e3d1da0,DNM1L,af3_holo_iptm,0.699,0.452,,2026-08-14
of3_holo_DNM1L_3dbe8326,DNM1L,af3_holo_iptm,0.699,0.449,,2026-08-14
of3_holo_DNM1L_0a194a12,DNM1L,af3_holo_iptm,0.699,0.427,,2026-08-15
of3_holo_DNM1L_402a9aab,DNM1L,af3_holo_iptm,0.699,0.455,,2026-08-15
of3_holo_DNM1L_9c9cdaf2,DNM1L,af3_holo_iptm,0.699,0.469,,2026-08-13
of3_holo_DNM1L_884d668d,DNM1L,af3_holo_iptm,0.698,0.442,,2026-08-13
of3_holo_DNM1L_5ec6d806,DNM1L,af3_holo_iptm,0.698,0.439,,2026-08-12
of3_holo_DNM1L_54aadd0c,DNM1L,af3_holo_iptm,0.698,0.425,,2026-08-16
of3_holo_DNM1L_8e714222,DNM1L,af3_holo_iptm,0.698,0.429,,2026-08-12
of3_holo_DNM1L_d5d08136,DNM1L,af3_holo_iptm,0.697,0.448,,2026-08-15
of3_holo_DNM1L_61737602,DNM1L,af3_holo_iptm,0.697,0.472,,2026-08-16
of3_holo_DNM1L_968f4c8b,DNM1L,af3_holo_iptm,0.697,0.481,,2026-08-12
of3_holo_DNM1L_7ffdcc69,DNM1L,af3_holo_iptm,0.697,0.451,,2026-08-12
of3_holo_DNM1L_18693175,DNM1L,af3_holo_iptm,0.697,0.454,,2026-08-14
of3_holo_DNM1L_a3a12c78,DNM1L,af3_holo_iptm,0.697,0.470,,2026-08-16
of3_holo_DNM1L_96b4aa0d,DNM1L,af3_holo_iptm,0.696,0.465,,2026-08-11
of3_holo_DNM1L_3674f932,DNM1L,af3_holo_iptm,0.696,0.416,,2026-08-12
of3_holo_DNM1L_0e83511a,DNM1L,af3_holo_iptm,0.696,0.451,,2026-08-16
of3_holo_DNM1L_186b01d0,DNM1L,af3_holo_iptm,0.696,0.448,,2026-08-15
of3_holo_DNM1L_a73ac587,DNM1L,af3_holo_iptm,0.695,0.448,,2026-08-14
of3_holo_KEAP1_16762c51,KEAP1,af3_holo_iptm,0.695,0.497,,2026-07-29
of3_holo_DNM1L_a482084a,DNM1L,af3_holo_iptm,0.695,0.491,,2026-08-11
of3_holo_KEAP1_2c3ca488,KEAP1,af3_holo_iptm,0.695,0.495,,2026-07-29
of3_holo_DNM1L_1a822a9c,DNM1L,af3_holo_iptm,0.695,0.452,,2026-08-12
of3_holo_DNM1L_ac25d8af,DNM1L,af3_holo_iptm,0.695,0.451,,2026-08-15
of3_holo_DNM1L_c58b32c4,DNM1L,af3_holo_iptm,0.695,0.428,,2026-08-13
of3_holo_DNM1L_429266be,DNM1L,af3_holo_iptm,0.695,0.463,,2026-08-11
of3_holo_DNM1L_e035a989,DNM1L,af3_holo_iptm,0.694,0.456,,2026-08-16
of3_holo_DNM1L_009adb24,DNM1L,af3_holo_iptm,0.694,0.445,,2026-08-11
of3_holo_DNM1L_4ce82571,DNM1L,af3_holo_iptm,0.694,0.432,,2026-08-15
of3_holo_DNM1L_69b16f1e,DNM1L,af3_holo_iptm,0.694,0.446,,2026-08-16
of3_holo_DNM1L_9243c14d,DNM1L,af3_holo_iptm,0.694,0.434,,2026-08-13
of3_holo_DNM1L_f065fb5e,DNM1L,af3_holo_iptm,0.694,0.451,,2026-08-16
of3_holo_DNM1L_198fae15,DNM1L,af3_holo_iptm,0.693,0.462,,2026-08-16
of3_holo_DNM1L_b694700b,DNM1L,af3_holo_iptm,0.693,0.462,,2026-08-14
of3_holo_KEAP1_66ac53b6,KEAP1,af3_holo_iptm,0.693,0.486,,2026-07-29
of3_holo_DNM1L_78afcc69,DNM1L,af3_holo_iptm,0.693,0.474,,2026-08-12
of3_holo_KEAP1_aa0af892,KEAP1,af3_holo_iptm,0.693,0.494,,2026-08-02
of3_holo_DNM1L_ff9d9b1e,DNM1L,af3_holo_iptm,0.692,0.460,,2026-08-16
of3_holo_DNM1L_ce0cdfa9,DNM1L,af3_holo_iptm,0.692,0.443,,2026-08-14
of3_holo_DNM1L_2bcd39f6,DNM1L,af3_holo_iptm,0.692,0.452,,2026-08-14
of3_holo_DNM1L_d9936ada,DNM1L,af3_holo_iptm,0.692,0.464,,2026-08-13
of3_holo_DNM1L_07f55faf,DNM1L,af3_holo_iptm,0.692,0.479,,2026-08-13
of3_holo_DNM1L_dd386af0,DNM1L,af3_holo_iptm,0.692,0.464,,2026-08-11
of3_holo_DNM1L_57dc843e,DNM1L,af3_holo_iptm,0.692,0.489,,2026-08-12
of3_holo_KEAP1_7c714e40,KEAP1,af3_holo_iptm,0.692,0.809,,2026-07-29
of3_holo_DNM1L_c1244676,DNM1L,af3_holo_iptm,0.692,0.457,,2026-08-16
of3_holo_DNM1L_c5b459c1,DNM1L,af3_holo_iptm,0.691,0.469,,2026-08-14
of3_holo_DNM1L_6664067d,DNM1L,af3_holo_iptm,0.691,0.458,,2026-08-13
of3_holo_DNM1L_fcf7e83c,DNM1L,af3_holo_iptm,0.691,0.478,,2026-08-15
of3_holo_DNM1L_ce05715c,DNM1L,af3_holo_iptm,0.691,0.418,,2026-08-16
of3_holo_DNM1L_ae43f799,DNM1L,af3_holo_iptm,0.690,0.444,,2026-08-15
05_keap1_bp_19puuxgr8uue92mzobru_bc24,"",af3_iptm,0.690,0.890,0.730,2026-07-04
48_stmn2_x_tubb3,"",af3_iptm,0.690,0.730,0.830,2026-06-07
p38d_x_mk3,"",af3_iptm,0.690,0.550,0.720,2026-08-13
mito_dnm1l_gtpase_dimer_s7,"",af3_iptm,0.690,0.770,0.710,2026-08-13
binder7131_lrp4_x_lrp4_beta1_prop_435_697,"",af3_iptm,0.690,0.850,0.720,2026-07-21
ldha_1_332_dimer_nad,"",af3_iptm,0.690,0.800,0.730,2026-08-05
48_stmn2_x_tubb3,"",af3_iptm,0.690,0.730,0.830,2026-06-08
90_bnip3l_x_map1lc3b,"",af3_iptm,0.690,0.420,0.950,2026-06-21
binder6462_agrn_x_agrn_lg3_1868_2065,"",af3_iptm,0.690,0.780,0.700,2026-07-20
binder_rock2_job_0_n_414_id_1_bon_orig0_r1,"",af3_iptm,0.690,0.800,0.710,2026-05-16
23_kcnb1_1_180_x_kcng4_1_200,"",af3_iptm,0.690,0.680,0.840,2026-06-05
097_mapk8_x_mapk8ip2,"",af3_iptm,0.690,0.380,0.860,2026-06-18
erbb2_23_646_erbb4_20_640,"",af3_iptm,0.690,0.680,0.690,2026-07-31
keap1_1_180_cul3_20_384,"",af3_iptm,0.690,0.800,0.770,2026-08-01
pkm2_1_531_cit,PKM,af3_iptm,0.690,0.910,0.750,2026-08-05
