uniprot	cos_SMN1_P14639	cos_SMN2_Q16637	cos_ROCK2_O75116	cos_TP53_P04637	cos_PERP_P60468	sig_down	sig_up	signature_score	gene	ensembl	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class	is_anchor
Q9BZ23	0.44966415	0.38251823	0.29891825	0.6940968	0.7656565	0.47418928	0.6940968	0.58414304	PANK2	ENSG00000125779	7.0	13.3	9.0	8.1	Pantothenate kinase 2	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
Q01831	0.40659684	0.59714943	0.3410167	0.6677331	0.6573278	0.50052273	0.6677331	0.5841279	XPC	ENSG00000154767	20.4	12.0	21.4	13.3	XPC complex subunit, DNA damage recognition and repair factor	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False
Q6RW13	0.55728894	0.29638332	0.38934785	0.66710484	0.75845695	0.50036925	0.66710484	0.583737	AGTRAP	ENSG00000177674	34.7	16.4	50.5	34.3	Angiotensin II receptor associated protein	Predicted intracellular proteins, Predicted membrane proteins	False
O15169	0.36097097	0.6500731	0.33664277	0.667637	0.65073645	0.4996058	0.667637	0.5836214	AXIN1	ENSG00000103126	10.7	9.0	20.1	11.0	Axin 1	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False
Q8IUW5	0.43130326	0.56297684	0.26006317	0.69332963	0.6408084	0.4737879	0.69332963	0.5835588	RELL1	ENSG00000181826	33.6	4.9	14.8	8.6	RELT like 1	Predicted membrane proteins	False
Q53GG5	0.465617	0.39870942	0.46281952	0.679412	0.6227344	0.4874701	0.679412	0.583441	PDLIM3	ENSG00000154553	13.2	13.7	3108.5	277.6	PDZ and LIM domain 3	Plasma proteins, Predicted intracellular proteins	False
Q9UHQ4	0.6033039	0.34190142	0.6128196	0.6056282	0.6826377	0.56016564	0.6056282	0.58289695	BCAP29	ENSG00000075790	26.8	33.6	28.3	57.5	B cell receptor associated protein 29	Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
O60313	0.54508716	0.4549346	0.50698626	0.6215545	0.66967666	0.54417115	0.6215545	0.58286285	OPA1	ENSG00000198836	14.2	22.4	30.0	36.8	OPA1 mitochondrial dynamin like GTPase	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	False
Q9H6D8	0.3754425	0.4379021	0.33401567	0.6974445	0.72536755	0.46818197	0.6974445	0.58281326	FNDC4	ENSG00000115226	19.9	67.3	4.2	11.7	Fibronectin type III domain containing 4	Predicted membrane proteins	False
O95425	0.37516782	0.6548098	0.3451971	0.6506834	0.6844888	0.5149158	0.6506834	0.5827996	SVIL	ENSG00000197321	5.4	2.9	750.5	150.7	Supervillin	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False
P53621	0.5445717	0.28164464	0.52232337	0.64911234	0.7157067	0.5160616	0.64911234	0.582587	COPA	ENSG00000122218	65.6	59.2	56.3	58.0	COPI coat complex subunit alpha	Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	False
P48506	0.49477878	0.44704133	0.4284097	0.645783	0.7066015	0.51920784	0.645783	0.58249545	GCLC	ENSG00000001084	19.1	28.6	11.3	15.3	Glutamate-cysteine ligase catalytic subunit	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
Q9H4L4	0.36310372	0.49267313	0.29214036	0.6951958	0.72950166	0.46935475	0.6951958	0.5822753	SENP3	ENSG00000161956	22.4	41.8	32.1	23.9	SUMO specific peptidase 3	Enzymes, Plasma proteins, Predicted intracellular proteins	False
P14921	0.42207655	0.6126182	0.4504248	0.6474874	0.5826421	0.5169404	0.6474874	0.5822139	ETS1	ENSG00000134954	7.6	11.1	19.9	35.6	ETS proto-oncogene 1, transcription factor	Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins, Transcription factors	False
P10451	0.5021758	0.5113247	0.39024782	0.6394258	0.6954809	0.5248073	0.6394258	0.58211654	SPP1	ENSG00000118785	1840.1	427.2	15.3	34.6	Secreted phosphoprotein 1	Cancer-related genes, Plasma proteins, Predicted secreted proteins	False
Q8TBQ9	0.46062523	0.4200909	0.38219088	0.64700484	0.8027532	0.51641506	0.64700484	0.58171	TMEM167A	ENSG00000174695	26.5	31.4	16.7	25.5	Transmembrane protein 167A	Predicted membrane proteins	False
O15123	0.5681263	0.3868473	0.4986616	0.638958	0.64378375	0.52435476	0.638958	0.58165634	ANGPT2	ENSG00000091879	5.9	2.4	3.3	6.0	Angiopoietin 2	Cancer-related genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted secreted proteins, RAS pathway related proteins	False
Q9P0P0	0.521997	0.36512476	0.4100783	0.6679907	0.68270445	0.4949761	0.6679907	0.58148336	RNF181	ENSG00000168894	101.4	81.2	124.9	101.7	Ring finger protein 181	Enzymes, Predicted intracellular proteins	False
Q9UBP0	0.46716893	0.39358678	0.48650262	0.64637595	0.71600556	0.515816	0.64637595	0.58109593	SPAST	ENSG00000021574	12.9	12.6	8.0	3.8	Spastin	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
O15511	0.5707156	0.2926396	0.44609845	0.6542126	0.72185636	0.5078275	0.6542126	0.58102006	ARPC5	ENSG00000162704	56.3	53.1	17.5	33.5	Actin related protein 2/3 complex subunit 5	Plasma proteins, Predicted intracellular proteins	False
Q9NUS5	0.4865438	0.34367833	0.38368922	0.6860595	0.6897391	0.4759126	0.6860595	0.580986	AP5S1	ENSG00000125843	6.6	9.0	17.9	10.7	Adaptor related protein complex 5 subunit sigma 1	Predicted intracellular proteins, Predicted membrane proteins	False
P0C6T2	0.50922406	0.385196	0.39993602	0.6432162	0.7799753	0.5185828	0.6432162	0.5808995	OST4	ENSG00000228474	305.5	255.2	433.3	607.6	Oligosaccharyltransferase complex subunit 4, non-catalytic	Predicted membrane proteins, Transporters	False
Q9H8L6	0.5267663	0.41449606	0.42344654	0.65779984	0.649886	0.50364876	0.65779984	0.5807243	MMRN2	ENSG00000173269	7.1	5.5	25.1	40.2	Multimerin 2	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	False
Q13061	0.5205558	0.56539625	0.42954522	0.6032411	0.71658146	0.55801964	0.6032411	0.58063036	TRDN	ENSG00000186439	8.6	1.3	1819.8	394.7	Triadin	Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
Q9BZM1	0.660966	0.35830772	0.38641244	0.63704157	0.6853166	0.5227507	0.63704157	0.5798961	PLA2G12A	ENSG00000123739	19.4	10.6	21.7	15.0	Phospholipase A2 group XIIA	Enzymes, Metabolic proteins, Predicted secreted proteins, RAS pathway related proteins	False
Q96II8	0.3205228	0.57554203	0.43996102	0.6662525	0.6373194	0.49333632	0.6662525	0.5797944	LRCH3	ENSG00000186001	8.3	7.5	14.0	10.9	Leucine rich repeats and calponin homology domain containing 3	Predicted intracellular proteins, Predicted membrane proteins	False
Q8N6M6	0.4644004	0.4028465	0.41628507	0.6671344	0.6856077	0.4922849	0.6671344	0.57970965	AOPEP	ENSG00000148120	10.9	6.7	28.6	27.5	Aminopeptidase O (putative)	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
Q14839	0.43433943	0.4563913	0.46965596	0.6541824	0.65944254	0.5049573	0.6541824	0.5795698	CHD4	ENSG00000111642	29.8	27.6	45.4	43.8	Chromodomain helicase DNA binding protein 4	Cancer-related genes, Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
Q96HI0	0.38788813	0.5722393	0.3612751	0.6586318	0.68020225	0.5004012	0.6586318	0.57951653	SENP5	ENSG00000119231	10.4	11.3	11.3	9.0	SUMO specific peptidase 5	Enzymes, Predicted intracellular proteins	False
Q9NSY0	0.5006323	0.45456964	0.48362464	0.63362336	0.6594721	0.52457464	0.63362336	0.579099	NRBP2	ENSG00000185189	95.2	29.0	6.3	14.2	Nuclear receptor binding protein 2	Enzymes, Predicted intracellular proteins	False
Q92522	0.4817115	0.47619003	0.35802913	0.6358236	0.772872	0.52220064	0.6358236	0.57901216	H1-10	ENSG00000184897	44.2	82.5	105.0	78.5	H1.10 linker histone	Plasma proteins, Predicted intracellular proteins	False
Q9Y5J3	0.3577718	0.6087912	0.34955472	0.67491126	0.61603737	0.48303878	0.67491126	0.578975	HEY1	ENSG00000164683	11.0	48.2	17.2	18.1	Hes related family bHLH transcription factor with YRPW motif 1	Cancer-related genes, Predicted intracellular proteins, Transcription factors, Transporters	False
P33176	0.49817616	0.34086335	0.73927784	0.601756	0.64567417	0.5559979	0.601756	0.578877	KIF5B	ENSG00000170759	155.5	60.5	61.1	81.8	Kinesin family member 5B	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transporters	False
Q86UD1	0.51354235	0.41900873	0.29181284	0.68316066	0.6738167	0.47454515	0.68316066	0.5788529	OAF	ENSG00000184232	5.2	35.4	13.3	57.0	Out at first homolog	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	False
P53675	0.60837305	0.29166624	0.5964793	0.626455	0.62846345	0.5312455	0.626455	0.57885027	CLTCL1	ENSG00000070371	6.1	2.8	180.9	14.0	Clathrin heavy chain like 1	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transporters	False
Q9HC62	0.35270324	0.55318403	0.3767346	0.6627909	0.69669634	0.49482954	0.6627909	0.5788102	SENP2	ENSG00000163904	10.1	13.3	17.7	8.1	SUMO specific peptidase 2	Enzymes, Plasma proteins, Predicted intracellular proteins, Transporters	False
P48200	0.5575483	0.31093782	0.38970527	0.6615766	0.7248449	0.49575907	0.6615766	0.5786679	IREB2	ENSG00000136381	5.0	12.7	17.6	11.7	Iron responsive element binding protein 2	Disease related genes, Plasma proteins, Predicted intracellular proteins	False
Q9UI08	0.3893127	0.5489726	0.42965662	0.6491061	0.664193	0.50803375	0.6491061	0.5785699	EVL	ENSG00000196405	79.4	222.6	31.9	53.2	Enah/Vasp-like	Plasma proteins, Predicted intracellular proteins	False
Q07065	0.5466449	0.49363095	0.54147863	0.6026356	0.6358946	0.55441225	0.6026356	0.57852393	CKAP4	ENSG00000136026	8.1	12.3	13.8	37.4	Cytoskeleton associated protein 4	Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
P49756	0.47421163	0.5562052	0.5325081	0.6107812	0.62199837	0.5462308	0.6107812	0.578506	RBM25	ENSG00000119707	20.8	23.3	38.2	20.7	RNA binding motif protein 25	Essential proteins, Plasma proteins, Predicted intracellular proteins	False
Q00056	0.3412369	0.53806376	0.2995065	0.69743097	0.65916395	0.45949277	0.69743097	0.5784619	HOXA4	ENSG00000197576	36.2	0.0	18.1	1.8	Homeobox A4	Plasma proteins, Predicted intracellular proteins, Transcription factors	False
O43593	0.36796278	0.57084745	0.2643812	0.6912216	0.65592736	0.46477968	0.6912216	0.57800066	HR	ENSG00000168453	6.5	17.8	0.7	2.4	HR lysine demethylase and nuclear receptor corepressor	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins	False
O75489	0.43179208	0.48358667	0.3249752	0.65998805	0.7427614	0.49577883	0.65998805	0.5778834	NDUFS3	ENSG00000213619	81.3	143.5	318.8	230.6	NADH:ubiquinone oxidoreductase core subunit S3	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
Q99572	0.5119716	0.3333531	0.30817991	0.69953895	0.6669657	0.45511758	0.69953895	0.57732826	P2RX7	ENSG00000089041	16.8	11.6	0.5	1.2	Purinergic receptor P2X 7	Predicted membrane proteins, Transporters	False
P02654	0.6229254	0.4163989	0.4271108	0.6141012	0.6952891	0.540431	0.6141012	0.5772661	APOC1	ENSG00000130208	247.9	73.6	21.1	11.2	Apolipoprotein C1	Cancer-related genes, Candidate cardiovascular disease genes, Metabolic proteins, Plasma proteins, Predicted secreted proteins	False
Q12873	0.4132194	0.46348414	0.44100577	0.65357697	0.68608105	0.5009476	0.65357697	0.5772623	CHD3	ENSG00000170004	8.3	39.2	6.7	18.4	Chromodomain helicase DNA binding protein 3	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
Q9UDX5	0.58223206	0.30320567	0.35837445	0.6459902	0.7900588	0.50846773	0.6459902	0.57722896	MTFP1	ENSG00000242114	6.5	9.7	27.6	26.5	Mitochondrial fission process 1	Predicted intracellular proteins, Predicted membrane proteins	False
Q6P1K1	0.50048685	0.3228609	0.37323573	0.66497123	0.761024	0.48940188	0.66497123	0.5771866	SLC48A1	ENSG00000211584	131.3	71.5	28.4	28.1	Solute carrier family 48 member 1	Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
Q9UK76	0.41730332	0.60514814	0.32818532	0.6417993	0.69940984	0.5125116	0.6417993	0.5771555	JPT1	ENSG00000189159	29.2	58.0	85.9	20.6	Jupiter microtubule associated homolog 1	Plasma proteins, Predicted intracellular proteins	False
Q00613	0.35207668	0.59687793	0.33982283	0.6913433	0.561062	0.46245983	0.6913433	0.57690156	HSF1	ENSG00000185122	32.6	45.2	120.2	127.3	Heat shock transcription factor 1	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	False
O14782	0.41446024	0.3165195	0.5792372	0.654123	0.6879314	0.49953708	0.654123	0.57683	KIF3C	ENSG00000084731	13.5	75.6	1.7	2.7	Kinesin family member 3C	Plasma proteins, Predicted intracellular proteins	False
Q13627	0.3495385	0.43000567	0.41554755	0.68032205	0.6982057	0.47332436	0.68032205	0.57682323	DYRK1A	ENSG00000157540	12.6	21.0	43.4	27.1	Dual specificity tyrosine phosphorylation regulated kinase 1A	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins	False
P61165	0.48170036	0.3820113	0.389063	0.643426	0.7880281	0.51020074	0.643426	0.57681334	TMEM258	ENSG00000134825	133.8	90.3	138.0	159.9	Transmembrane protein 258	Essential proteins, Predicted membrane proteins, Transporters	False
Q9Y6I3	0.3941758	0.48576412	0.3666752	0.66477615	0.7077459	0.48859027	0.66477615	0.5766832	EPN1	ENSG00000063245	53.6	142.1	149.7	139.7	Epsin 1	Plasma proteins, Predicted intracellular proteins	False
Q75N03	0.34447694	0.6330452	0.3369751	0.66160965	0.65063184	0.49128228	0.66160965	0.57644594	CBLL1	ENSG00000105879	7.5	12.1	28.4	9.6	Cbl proto-oncogene like 1	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
O94972	0.36684123	0.58284676	0.4114911	0.65230405	0.6391977	0.5000942	0.65230405	0.5761991	TRIM37	ENSG00000108395	10.2	39.0	10.3	10.7	Tripartite motif containing 37	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Potential drug targets, Predicted intracellular proteins	False
Q99075	0.5186762	0.48619807	0.34876898	0.63816774	0.7031699	0.51420325	0.63816774	0.57618546	HBEGF	ENSG00000113070	25.2	7.7	26.2	34.0	Heparin binding EGF like growth factor	Predicted membrane proteins, Predicted secreted proteins	False
Q9BQS8	0.46612483	0.4334228	0.60514367	0.6282997	0.59127367	0.5239912	0.6282997	0.57614547	FYCO1	ENSG00000163820	11.1	5.3	246.2	62.5	FYVE and coiled-coil domain autophagy adaptor 1	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters	False
Q14204	0.5666813	0.34920585	0.53152585	0.6222737	0.67241466	0.52995694	0.6222737	0.5761153	DYNC1H1	ENSG00000197102	5.2	5.4	7.1	4.3	Dynein cytoplasmic 1 heavy chain 1	Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False
P10153	0.5037144	0.3440281	0.316698	0.69842976	0.65015674	0.45364928	0.69842976	0.57603955	RNASE2	ENSG00000169385	7.9	3.4	0.7	3.9	Ribonuclease A family member 2	Enzymes, Plasma proteins, Predicted secreted proteins	False
Q6UX40	0.6024348	0.2845677	0.42942873	0.64383686	0.7139486	0.50759494	0.64383686	0.5757159	TMEM107	ENSG00000179029	8.9	11.7	1.2	6.6	Transmembrane protein 107	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	False
Q96T51	0.46432364	0.43699294	0.60228205	0.6357464	0.5580116	0.51540256	0.6357464	0.5755745	RUFY1	ENSG00000176783	18.1	15.7	32.5	19.3	RUN and FYVE domain containing 1	Plasma proteins, Predicted intracellular proteins	False
P48735	0.54992145	0.26842713	0.44399422	0.65264	0.72757524	0.4974795	0.65264	0.5750598	IDH2	ENSG00000182054	50.9	74.8	1220.1	462.3	Isocitrate dehydrogenase (NADP(+)) 2	Cancer-related genes, Citric acid cycle related proteins, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
Q00610	0.6015873	0.27176937	0.5967245	0.624033	0.63417745	0.52606463	0.624033	0.5750488	CLTC	ENSG00000141367	80.9	128.8	87.4	68.7	Clathrin heavy chain	Cancer-related genes, Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	False
P06753	0.59075755	0.3978996	0.7904004	0.552534	0.6096659	0.59718084	0.552534	0.5748574	TPM3	ENSG00000143549	127.3	182.7	8344.9	312.8	Tropomyosin 3	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False
P81877	0.32789472	0.640414	0.3776312	0.6561204	0.62835145	0.49357283	0.6561204	0.5748466	SSBP2	ENSG00000145687	22.3	21.8	23.2	29.4	Single stranded DNA binding protein 2	Predicted intracellular proteins, Predicted membrane proteins	False
Q14511	0.37726486	0.6024364	0.4419599	0.64859164	0.58228755	0.5009872	0.64859164	0.5747894	NEDD9	ENSG00000111859	6.2	6.7	25.6	31.5	Neural precursor cell expressed, developmentally down-regulated 9	Plasma proteins, Predicted intracellular proteins	False
Q86V20	0.40184373	0.5811434	0.39512745	0.63933694	0.66284627	0.5102402	0.63933694	0.5747886	SHLD2	ENSG00000122376	6.3	6.3	10.1	9.8	Shieldin complex subunit 2	Predicted intracellular proteins, Predicted membrane proteins	False
Q9NUP1	0.43700814	0.46697128	0.2815363	0.679729	0.6935785	0.46977356	0.679729	0.57475126	BLOC1S4	ENSG00000186222	5.4	7.1	11.1	8.2	Biogenesis of lysosomal organelles complex 1 subunit 4	Plasma proteins, Predicted intracellular proteins	False
Q9Y2J8	0.5497765	0.39690536	0.3504781	0.6601975	0.65836096	0.48888022	0.6601975	0.5745388	PADI2	ENSG00000117115	236.1	47.3	292.0	0.6	Peptidyl arginine deiminase 2	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
Q92620	0.42807943	0.3616973	0.46016794	0.6528437	0.73235464	0.49557483	0.6528437	0.5742093	DHX38	ENSG00000140829	19.5	18.3	42.6	28.7	DEAH-box helicase 38	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
P14625	0.62940764	0.28709698	0.47228953	0.62584996	0.6997662	0.5221401	0.62584996	0.573995	HSP90B1	ENSG00000166598	178.6	126.1	74.7	235.8	Heat shock protein 90 beta family member 1	Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins	False
