uniprot	cos_SMN1_P14639	cos_SMN2_Q16637	cos_ROCK2_O75116	cos_TP53_P04637	cos_PERP_P60468	sig_down	sig_up	signature_score	gene	ensembl	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class	is_anchor	sma_papers	novelty_bucket	druggability_score	druggability_tier	druggability_note
P46783	0.5485851	0.43719482	0.36769027	0.6681904	0.7849665	0.5346092	0.6681904	0.6013998	RPS10	ENSG00000124614	1033.4	918.4	1575.7	1123.5	Ribosomal protein S10	Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Ribosomal proteins	False	0	truly_novel	1.0	clinical_precedent	bucket=1 clinical
P24468	0.45376024	0.42457324	0.42468542	0.72108674	0.6235868	0.4816514	0.72108674	0.6013691	NR2F2	ENSG00000185551	7.2	8.3	31.0	41.9	Nuclear receptor subfamily 2 group F member 2	Disease related genes, Human disease related genes, Nuclear receptors, Predicted intracellular proteins, Transcription factors	False	2	some_prior_work	0.6	discovery_opportunity	bucket=8
Q9H3P7	0.45306885	0.6107512	0.45696807	0.66758645	0.6194825	0.5350677	0.66758645	0.60132706	ACBD3	ENSG00000182827	10.8	15.8	20.2	20.1	Acyl-CoA binding domain containing 3	Plasma proteins, Predicted intracellular proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
Q14118	0.57592756	0.45291954	0.37051988	0.6746863	0.71239793	0.5279412	0.6746863	0.60131377	DAG1	ENSG00000173402	12.2	27.4	88.1	67.6	Dystroglycan 1	Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters	False	0	truly_novel	1.0	druggable	bucket=4
P82650	0.56309426	0.43942064	0.3680377	0.7004942	0.6377225	0.50206876	0.7004942	0.6012815	MRPS22	ENSG00000175110	21.2	24.0	73.2	57.1	Mitochondrial ribosomal protein S22	Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Ribosomal proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q8WUI4	0.3586034	0.5483736	0.31398064	0.7234551	0.68870604	0.4774159	0.7234551	0.6004355	HDAC7	ENSG00000061273	6.3	9.7	15.0	27.7	Histone deacetylase 7	Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	False	2	some_prior_work	1.0	clinical_precedent	bucket=1 clinical
O94966	0.39426047	0.51825637	0.33644935	0.70761335	0.72248036	0.49286163	0.70761335	0.6002375	USP19	ENSG00000172046	8.1	12.7	62.0	21.7	Ubiquitin specific peptidase 19	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	1.0	druggable	bucket=5
Q86VK4	0.37880722	0.577132	0.36614966	0.7002064	0.67824703	0.500084	0.7002064	0.6001452	ZNF410	ENSG00000119725	17.7	16.4	19.9	19.9	Zinc finger protein 410	Plasma proteins, Predicted intracellular proteins, Transcription factors	False	0	truly_novel	0.1	difficult	bucket=10
P0C7U3	0.45155558	0.44458836	0.3832296	0.68883705	0.7634951	0.51071715	0.68883705	0.5997771	ZDHHC11B	ENSG00000206077	12.6	16.5	3.4	14.2	Zinc finger DHHC-type containing 11B	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
O60307	0.35168126	0.51083773	0.44443053	0.6937474	0.713001	0.50498766	0.6937474	0.5993675	MAST3	ENSG00000099308	10.8	44.9	3.1	2.4	Microtubule associated serine/threonine kinase 3	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	1.0	druggable	bucket=5
P30414	0.41951984	0.58761036	0.4018854	0.6635498	0.731414	0.5351074	0.6635498	0.5993286	NKTR	ENSG00000114857	22.3	17.1	18.3	26.1	Natural killer cell triggering receptor	Enzymes, Metabolic proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9UIF9	0.39469633	0.6796073	0.36969614	0.67622566	0.64494145	0.5222353	0.67622566	0.59923047	BAZ2A	ENSG00000076108	10.5	13.9	26.0	19.8	Bromodomain adjacent to zinc finger domain 2A	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q8N5J2	0.3936686	0.45413518	0.34247187	0.7380659	0.650771	0.46026167	0.7380659	0.5991638	MINDY1	ENSG00000143409	42.3	15.7	14.8	29.3	MINDY lysine 48 deubiquitinase 1	Enzymes, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q12852	0.33775705	0.53464925	0.37895513	0.71433604	0.6845665	0.48398197	0.71433604	0.599159	MAP3K12	ENSG00000139625	8.3	23.5	2.3	7.4	Mitogen-activated protein kinase kinase kinase 12	Enzymes, Predicted intracellular proteins, Transporters	False	0	truly_novel	1.0	clinical_precedent	bucket=2 clinical
O60504	0.35206246	0.58488625	0.37966776	0.68333673	0.73865044	0.5138167	0.68333673	0.5985767	SORBS3	ENSG00000120896	53.9	51.1	62.0	102.8	Sorbin and SH3 domain containing 3	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
P63313	0.470252	0.52917457	0.40915865	0.647257	0.7903954	0.5497452	0.647257	0.5985011	TMSB10	ENSG00000034510	1130.5	2626.4	469.0	1700.5	Thymosin beta 10	Essential proteins, Plasma proteins, Predicted intracellular proteins	False	1	some_prior_work	0.1	difficult	bucket=10
O15371	0.49434823	0.4089095	0.41753045	0.69337237	0.69257045	0.50333965	0.69337237	0.598356	EIF3D	ENSG00000100353	57.2	42.0	153.4	89.0	Eukaryotic translation initiation factor 3 subunit D	Disease related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q9BQ49	0.4634522	0.43969065	0.38491186	0.6712904	0.8116604	0.5249288	0.6712904	0.5981096	SMIM7	ENSG00000214046	54.6	34.2	22.8	33.5	Small integral membrane protein 7	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
P26373	0.45136356	0.5136086	0.3625143	0.65985465	0.81545275	0.5357348	0.65985465	0.5977947	RPL13	ENSG00000167526	1417.2	1006.6	2324.5	1598.5	Ribosomal protein L13	Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins	False	0	truly_novel	1.0	clinical_precedent	bucket=1 clinical
P15260	0.49234414	0.5500129	0.4149566	0.6733719	0.63138413	0.5221744	0.6733719	0.5977732	IFNGR1	ENSG00000027697	113.8	33.5	59.4	99.7	Interferon gamma receptor 1	CD markers, Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q96PV6	0.35226777	0.5658721	0.34353402	0.7103762	0.67857414	0.485062	0.7103762	0.5977191	LENG8	ENSG00000167615	171.7	183.3	124.7	225.6	Leukocyte receptor cluster member 8	Essential proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9BV73	0.52392125	0.42224705	0.7068118	0.62579286	0.6251689	0.5695373	0.62579286	0.5976651	CEP250	ENSG00000126001	9.3	10.9	8.4	6.3	Centrosomal protein 250	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q13574	0.4488312	0.3550157	0.4061665	0.7136619	0.7108684	0.48022044	0.7136619	0.5969412	DGKZ	ENSG00000149091	22.7	206.2	90.6	44.1	Diacylglycerol kinase zeta	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
P67936	0.59119606	0.38930774	0.7856959	0.58928674	0.6518229	0.60450566	0.58928674	0.5968962	TPM4	ENSG00000167460	81.0	57.6	42.9	148.6	Tropomyosin 4	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q5TCS8	0.5666394	0.50087166	0.5668602	0.6273564	0.6310296	0.5663502	0.6273564	0.5968533	AK9	ENSG00000155085	7.1	4.7	4.5	4.6	Adenylate kinase 9	Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q6GYQ0	0.4278846	0.6197368	0.4426816	0.6577475	0.6533928	0.53592396	0.6577475	0.59683573	RALGAPA1	ENSG00000174373	23.7	20.2	15.8	11.6	Ral GTPase activating protein catalytic subunit alpha 1	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9ULK5	0.52390975	0.4813633	0.3753493	0.6723553	0.7045851	0.52130187	0.6723553	0.5968286	VANGL2	ENSG00000162738	5.8	9.7	1.7	4.6	VANGL planar cell polarity protein 2	Disease related genes, Human disease related genes, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q16363	0.620813	0.35329098	0.5251845	0.64299124	0.70261616	0.5504762	0.64299124	0.5967337	LAMA4	ENSG00000112769	7.6	7.4	10.0	50.1	Laminin subunit alpha 4	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q14764	0.5379787	0.33699638	0.47470218	0.67609525	0.7178095	0.5168717	0.67609525	0.59648347	MVP	ENSG00000013364	35.2	19.0	49.0	63.5	Major vault protein	Cancer-related genes, Predicted intracellular proteins, Transporters	False	3	some_prior_work	1.0	druggable	bucket=4
Q99946	0.3531075	0.47639656	0.27290022	0.7408189	0.70302004	0.4513561	0.7408189	0.5960875	PRRT1	ENSG00000204314	5.8	51.2	0.4	1.5	Proline rich transmembrane protein 1	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
O14920	0.4526399	0.3639094	0.58280766	0.6860163	0.62339354	0.5056876	0.6860163	0.59585196	IKBKB	ENSG00000104365	5.7	4.8	15.2	8.2	Inhibitor of nuclear factor kappa B kinase subunit beta	Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins	False	1	some_prior_work	1.0	clinical_precedent	bucket=2 clinical
Q6IPR3	0.5090364	0.3857311	0.45626146	0.68313986	0.67982745	0.5077141	0.68313986	0.595427	TYW3	ENSG00000162623	9.5	8.4	9.9	19.0	TRNA-yW synthesizing protein 3 homolog	Enzymes, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
